nDocumento,documento,topico
6589,usairway ruin honeymoon caus us miss intern flight strand,16
6590,usairway thank overflight book problem first class automat downgrad upgrad 3 min board ffstatusdontmatt thenewaa,17
6591,usairway flight 728 phl london sit tarmac 46min wno updat pilot give,8
6592,usairway alreadi four time,8
6593,usairway 42 minut hold serious averag wait time 30 minut mayb mayb your understaf,8
6594,usairway submit refund request b4 1st flight 2 day ago need 2,3
6595,usairway serious share concern four time alreadi avail geeeeezzzzz frustrat flyer,17
6596,usairway hot food 5 hour flight crazi couldnt eat phl bc origin connect 40 min late flight give phltola,2
6597,usairway serious flight delay cinci philli due new ground staff miss connect man uk argu hotel wtf,18
6598,usairway thank continu worst airlin didnt need extra hour sleep 29 hour travel anyway,5
6599,usairway guess respond compliment sorri cant thinkof even one,17
6600,usairway usairway disappoint cancel flight flight miss appoint promis refund lie,8
6601,usairway 45 minut hold wait speak agent come usairway ridicul baggagelost usairway,8
6602,usairway unabl locat baggag frustrat son cloth need zfv yyz usairway baggagelost,8
6603,usairway alreadi question still say progress askpayp 6 day,13
6604,usairway kid bad custom servic folk flew psp phx flight 2692 219 cont,5
6605,usairway problem flight gainesvil us airway 5137 clt miss connect flight 5547 iad get anoth flight,0
6606,usairway still rep talk 3 day late flightr u r ask checkin flight tmrw refund request deal w,3
6607,usairway flight 1777 wait 30 minut rsw wait weight balanc clearanc come let us leav,2
6608,usairway askpayp mark complet im scare im go lose reserv money go refund,3
6609,usairway askpayp complet that case still say progress paypal websit reserv 13th,1
6610,usairway appreci call flight delay record msg tediou amp goe amp vote text practic,6
6611,usairway horribl commun delay flight lga got 2 email second w differ delay time horribl,6
6612,usairway 45 min hold time hang manag mike dividend mile dept tough justifi stick us air cc statu,6
6613,usairway never fail disappoint,3
6614,usairway platinum flyer bought tkt aa also account link cant check flight tomorrow,0
6615,usairway person take ticket rude delay 450 minut overfil fuel plane 500,3
6616,usairway flight 500 seattl 10000lb much fuel water lavoratori nice job guy est 40min behind,6
6617,usairway americanair total lack cust servic mom fli solo w babi fli w air,3
6618,usairway pure anarchi flight 555 slc peopl walk noth pack bag arm full stuff getittogeth,15
6619,usairway americanair knowhockey stick expens baggag handler shouldnt throw cart,12
6620,usairway tri doesnt help much reserv seem overwhelm issu,3
6621,usairway take lesson southwestair wait passeng connect flight shame,2
6622,usairway say connect good stillbut anoth reflight book problem last thing need today,5
6623,usairway tell talk americanair delay flight aa tell talk us ihatemerg,3
6624,usairway holdup look anoth flight,0
6625,usairway go take hournot okay usair okay ruin everyth,13
6626,usairway 4420 delay,18
6627,usairway 25 min hung alway aw call reserv,6
6628,usairway guess take chanc amp keep 50 courtesi free seem cabin alway full,3
6629,usairway 4 hour late flightr lost conect,2
6630,usairway 15min hold reserv line embarrass aa platinum member,2
6631,usairway ye everi one everi flight like need velcro someth,3
6632,usairway pleas secur footrest shelf busi class a330 airplan,12
6633,usairway forget fuel realiz cargo add plane one way tri mask delay,6
6634,usairway gate team polit plane habitu late flight mani case passeng wait flight crew,2
6635,usairway fuk u us airway yo shitti chicken salad sandwich overpr u fuke make wait 6 hr layov fuk u,14
6636,usairway 75 uncertainti know u run account u dont creat polici undu penalti job reqe flexibl,12
6637,usairway let us go runway mechan problem wewantcomp,8
6638,usairway wtf go 130 dc bo twice go back back gate leav runway total bs,16
6639,usairway move tarmac delay unknown reason ill keep post,3
6640,usairway keep miss updat connect need make jax friend wed strandedattheairport,16
6641,usairway guy lose luggag suppos flight highli disappoint med cloth,6
6642,usairway garywerk poor excus toward front plane sandwich pay,2
6643,usairway im patient im annoy cant book travel onlin shouldnt make peopl wait phone,0
6644,usairway still yuma wait 2702 go look like might miss 2696 montereyregionalairport need option pleas,11
6645,usairway alan_bledso thank feedback alan thx help watch flt lve wopen seat wait 3hr nxt flt,19
6646,usairway still wait respons,8
6647,usairway call use credit fm prev cxl tix cant rebook onlinerep call quot 1k higher websit,1
6648,usairway basic stuck pay hidden fee bump inferior flight jetblu come usairway merger,8
6649,usairway oh ironi dog spot bark wait area right front pleas send cocktail coupon stat,19
6650,usairway 4 kid anxiou husband cant sit 4 current setup warn 6 seat chang,8
6651,usairway guy switch didnt inform chath,16
6652,usairway worst airlin everleft without luggag 7 day submit 700 expens offer refund 297 badservic,13
6653,usairway app bad feel bad,12
6654,usairway still irrit well plan book return mess amp warn,16
6655,usairway probabl lose famili world travel custom due broken process americanair hope fix,3
6656,usairway ye thank never seen anyth like come yuma time big disappoint 40 still wait,8
6657,usairway hear lot instead feedback get back home,3
6658,usairway ass backward process use credit flight even tri get hold custom relat imposs,3
6659,usairway americanair destroy live eastern gastoncounti live littl event profit,3
6660,usairway 5 hour cross countri morn flight food badservic,17
6661,usairway understood sympathet get 100 back shouldnt pay especi switch flight,7
6662,usairway bought ticket month ago seat togeth 6 havent chang flight 4 kid seat scatter plane,6
6663,usairway 1 person check 50 peopl plane board 20 minut tell peopl americanair exec bene honor,2
6664,usairway cancel flightl due mainten plane 10 hour get shit togeth lot peopl unhappi,18
6665,usairway year everi time us air someth happen sat wait reschedul flight 10 hour say,2
6666,usairway switch american airlin flight choic charg 50 bag thought yall merg,5
6667,usairway flight cost 800 happen fli unit problem come us 45 time,6
6668,usairway got philli monday got final destin south carolina wednesday accept,6
6669,usairway hour still one yuma counter,2
6670,usairway 50 peopl line stupid heck,2
6671,usairway peopl line wait 55 minut custom servic repres,2
6672,usairway americanair feel sorri aa,3
6673,usairway one yuma ticket counter 30 minut 30 peopl line terribl servic,8
6674,usairway amaz day delay 4 hr bc frozen h2o plane sit gate plane 4 30 min still wait flight1797,18
6675,usairway stuck philadelphia airport 32 hour due mainten dread flight back home disgust,18
6676,usairway ill sincer regret dividend mile good thing come end,3
6677,usairway thank tell flight time plane broken your inferior airlin,5
6678,usairway ive call resolv dividend mile issu week avail pleas advis asap,2
6679,usairway final answer rude didnt help,3
6680,usairway ive hold 36 min count caus charg credit card bag provid receipt said error aw,6
6681,usairway 1917 still sit feel badli handl,13
6682,usairway hold two hour got hung oh god,2
6683,usairway phone hold 30 min tri speak agent cant chang reserv onlin sigh badcustomerexperi,8
6684,usairway ive music hold hour tri get aadvantag membership merg someon pleas call asap,2
6685,usairway sorri meant flight 4420 suppos depart 500 say 630 issu,18
6686,usairway move seat bought 4 month ago happen far often,6
6687,usairway could chang name southwestair dothatd awesom also plane smell like onion ring,3
6688,usairway what issu flight 4420 jax delay tonight,18
6689,usairway got rebook sent a9 wrong gate travel back b13 correct flight tiredampfrustr,15
6690,usairway updat flight 1917 philli la sit gate close 2 hour,18
6691,usairway price honor ive wait 1 12 hour hold make sure still get price origin start,2
6692,usairway what happen 1217 phl lax 3 hr delay poor commun,1
6693,usairway stuck phx overnight servic get wors fli southwest,0
6694,usairway left us stay flight got bag suck run babi bag,2
6695,usairway pass frustrat 4 hour ago ask get first plane sat hour,2
6696,usairway anoth bad experi today frozen pipe 597 miss connect,12
6697,usairway cours yeah travel gotten harder ask passeng switch fact attitud,3
6698,usairway never imagin would hard spend money us air stubbornli hope someon come back phone,3
6699,usairway found great price thru us air honeymoon websit wont work hold hour told 10 min,2
6700,usairway flight phf clt termin cant get plane yet need get iah flight,2
6701,usairway hold two seat 1135 flight phx la 1856 delay flight 556 go arriv ontim,18
6702,usairway americanair im chairman 1st class flight today system cancel flightl ticket kick 1st,0
6703,usairway ive hold 40 minut get receipt know guy busi think time higher staff,3
6704,usairway yeah expect 3 hour,2
6705,wish fli usairway jetblu cancel flightl flight tomorrow never notifi us flyu ripoff,0
6706,usairway 502 mphx im still plane wait wait,2
6707,usairway im tri merg freq flyer acct keep get error messag machin call provid help,2
6708,usairway hold captain late flighthi bag doesnt fit,2
6709,usairway that,6
6710,usairway turn seat cushion clean area pleas explain issu,8
6711,usairway book seat end last row label occupi play music chair 30 min unaccept,8
6712,usairway phone support rebook orig flt late flight made,6
6713,usairway let say directli correl flightd chanc replac case know would cost airlin less,3
6714,usairway afternoon confer la vega would rather plan ahead run thru airport attempt,3
